===========================================
model name = models/mixed_models/ffnnSIGMOID__Point_6_500.h5
====================== Overapproximation ======================
--------------------1 layer -------------------
-0.07581, 1.21569
-1.33607, -1.06170
-3.69501, -1.84711
-3.40491, -1.86277
-1.33606, -1.06168
-1.33606, -1.06169
-3.71327, -2.46753
-1.33608, -1.06171
0.50320, 2.11079
-1.33606, -1.06168
-1.15742, -0.93353
-1.33606, -1.06168
-1.33607, -1.06169
-4.89357, -3.04153
-0.24891, 1.29692
-7.28159, -5.80303
-3.31839, -1.68241
0.46654, 2.35127
-1.33608, -1.06170
-3.47885, -1.83827
-1.33608, -1.06170
-1.33607, -1.06169
-4.19059, -2.57661
-1.33608, -1.06170
-1.33607, -1.06170
-1.33606, -1.06167
-7.36937, -6.04625
-1.60490, -0.11580
-1.33602, -1.06170
-1.33605, -1.06167
1.26164, 3.10471
-1.33607, -1.06169
-1.33607, -1.06169
-1.82695, -0.42200
-1.33606, -1.06168
-1.33607, -1.06170
-1.33606, -1.06167
-1.95351, -0.35340
-1.33607, -1.06170
0.62746, 2.07264
-4.76816, -3.18550
-1.33613, -1.06183
-2.55987, -0.70061
-1.33606, -1.06169
-1.33607, -1.06169
-3.25929, -1.37548
-1.33607, -1.06169
-6.03837, -4.44752
-1.33608, -1.06170
-1.33606, -1.06168
-4.80963, -3.21835
-1.33606, -1.06169
-1.33606, -1.06168
0.04288, 1.29822
-1.33606, -1.06168
-0.64917, 0.42869
-1.33606, -1.06168
1.69037, 3.16007
-1.33607, -1.06169
-1.33606, -1.06168
-1.33608, -1.06170
-1.33606, -1.06168
-2.70379, -0.98597
-1.79007, -0.28000
1.51798, 3.44466
-1.33605, -1.06168
-1.33606, -1.06168
-1.33607, -1.06169
-1.15585, -0.93108
-1.33608, -1.06171
-1.33607, -1.06169
-0.02225, 1.11191
-1.33605, -1.06167
-1.33607, -1.06170
-1.33607, -1.06169
-1.33607, -1.06169
-6.11864, -4.64765
-2.47696, -0.94049
-1.33605, -1.06167
-3.10344, -1.49508
-1.29139, 0.05357
-1.33607, -1.06169
-3.06780, -1.27942
-3.44080, -1.70935
-4.16964, -2.65508
-1.33607, -1.06169
-2.91658, -1.46047
-1.33608, -1.06170
-1.33605, -1.06167
-1.33607, -1.06169
0.97808, 2.59089
-5.50751, -3.88238
2.34287, 3.93764
-1.33607, -1.06169
-1.33607, -1.06169
-1.33607, -1.06170
-1.33607, -1.06169
-1.33606, -1.06167
-1.33607, -1.06170
-1.21982, 0.34761
-0.90034, 0.50427
-1.33607, -1.06169
-3.72240, -2.42598
0.33109, 1.68869
-1.33606, -1.06168
0.25502, 2.21434
-1.33606, -1.06168
-2.09179, -0.42004
-3.72562, -2.31881
4.96366, 6.63566
-1.33608, -1.06171
-3.70113, -2.11834
-1.33606, -1.06168
-0.19631, 1.22337
-1.33606, -1.06168
1.10387, 2.44740
-2.36284, -0.72196
-1.33607, -1.06169
2.12865, 3.84101
-4.45492, -3.06173
-1.33608, -1.06170
0.75007, 2.40666
-5.75278, -4.77389
-1.33607, -1.06169
-1.33607, -1.06169
-1.33608, -1.06170
-5.92949, -3.92947
-1.33608, -1.06170
-1.33606, -1.06169
-1.33607, -1.06169
-2.83762, -2.04012
1.73240, 3.40878
-0.00236, 1.51260
-1.33607, -1.06168
-1.33607, -1.06169
-1.42046, -0.30174
-2.88512, -1.01246
-7.29264, -5.38138
-4.42233, -2.36734
-1.70210, -0.31876
-1.33607, -1.06169
2.88333, 4.44162
-3.45514, -1.71066
-1.33607, -1.06169
-3.69486, -1.88464
-1.33606, -1.06168
-1.33608, -1.06170
-1.82109, -1.48690
0.97040, 2.54548
-1.33606, -1.06168
-1.33606, -1.06168
-1.33606, -1.06168
-1.33606, -1.06168
-1.33607, -1.06169
-7.36494, -5.98948
-1.33605, -1.06167
-1.33606, -1.06168
-1.33606, -1.06168
-1.33607, -1.06169
-1.33606, -1.06167
5.75860, 7.25936
-1.33605, -1.06167
-2.24449, -0.83755
-1.33607, -1.06169
-1.33607, -1.06169
3.68611, 5.67979
-1.33608, -1.06170
-1.33607, -1.06169
-1.33606, -1.06168
-1.33606, -1.06168
-1.33607, -1.06169
-1.33607, -1.06169
-3.76351, -2.19737
-1.33607, -1.06169
-2.84716, -1.26910
-1.33606, -1.06168
-4.29497, -2.29564
-1.33608, -1.06170
-1.33606, -1.06168
-1.33607, -1.06170
-1.33608, -1.06170
2.59681, 4.24183
1.42418, 3.28929
-1.33607, -1.06169
-4.51371, -2.89413
-1.33607, -1.06170
-1.33606, -1.06168
-1.33607, -1.06169
-3.77009, -2.33906
-1.33607, -1.06169
-1.33608, -1.06170
1.02360, 2.87998
-1.39891, 0.37883
-1.33606, -1.06168
-1.33606, -1.06168
-1.33606, -1.06169
-4.79368, -3.03582
-1.33605, -1.06167
-1.33607, -1.06169
0.02920, 1.21145
-2.65071, -1.19432
-3.89478, -2.13418
-1.33608, -1.06169
-1.33605, -1.06167
-3.07712, -1.32116
-1.33606, -1.06168
-0.86177, 0.34484
-1.33608, -1.06171
-1.33607, -1.06169
-1.33605, -1.06167
-1.33607, -1.06169
-5.75328, -4.57285
-0.40990, 1.43075
-1.33607, -1.06169
-1.33608, -1.06170
0.18494, 1.77664
-3.29596, -1.55025
-1.33607, -1.06169
1.69428, 3.50262
-1.33606, -1.06168
-1.33607, -1.06170
-1.33606, -1.06168
-3.15236, -1.64093
0.30160, 2.22874
-1.33607, -1.06169
0.87907, 2.60221
-1.33606, -1.06168
-1.33607, -1.06169
-1.33606, -1.06168
-1.33607, -1.06170
-2.78262, -1.32651
-1.33607, -1.06170
-1.33607, -1.06169
-1.33607, -1.06169
-1.33607, -1.06169
-2.50053, -1.23363
-1.33606, -1.06168
-1.33607, -1.06168
-3.30703, -2.04061
-2.36084, -1.30845
-1.33608, -1.06169
-1.33606, -1.06167
-1.33608, -1.06170
-4.81099, -3.48059
-1.33607, -1.06169
-1.33606, -1.06168
-1.33605, -1.06167
-1.33608, -1.06170
-1.33605, -1.06167
-1.33609, -1.06172
-1.33605, -1.06167
-3.35828, -1.62010
-3.76765, -2.42082
-1.33607, -1.06169
-1.33607, -1.06169
-1.83883, -0.38035
-1.16798, 0.69295
-1.33606, -1.06168
-1.33607, -1.06169
-2.61813, -0.68455
0.49129, 2.23656
-7.36872, -5.95136
0.79686, 2.40236
-1.33608, -1.06170
-2.89940, -1.82121
-3.53830, -1.91800
-1.41029, 0.22860
0.36058, 2.03984
-1.33608, -1.06171
-1.33605, -1.06168
-5.90171, -4.20952
-1.33607, -1.06169
-1.33607, -1.06169
-1.33606, -1.06168
-1.33607, -1.06169
-1.33607, -1.06169
-1.33607, -1.06169
-1.33605, -1.06167
-2.12174, -0.43024
-1.33608, -1.06170
-1.33606, -1.06168
-1.33608, -1.06171
-1.33607, -1.06169
-4.43103, -3.10316
-3.98726, -2.60921
-1.33607, -1.06169
-2.61713, -1.04964
-1.33608, -1.06170
-1.33606, -1.06168
-1.13597, -0.91518
-2.38481, -0.80741
-6.20499, -4.28160
-1.13075, 0.10654
-1.33605, -1.06168
-1.33607, -1.06169
-1.33605, -1.06167
-1.33609, -1.06172
-1.97887, -0.41842
-1.33607, -1.06169
-1.33607, -1.06169
-1.33606, -1.06168
-1.33605, -1.06167
-1.58388, 0.04584
-1.33606, -1.06169
-1.33606, -1.06168
-1.77525, -0.19157
-1.33606, -1.06168
-1.33607, -1.06170
-5.02763, -3.58282
-4.25217, -2.56248
-1.33605, -1.06167
-1.33605, -1.06167
-1.33607, -1.06170
-1.33605, -1.06167
-3.87219, -2.18898
-2.50021, -1.17275
-1.33608, -1.06170
0.62921, 2.17052
-1.33608, -1.06170
0.42898, 1.54852
-1.33607, -1.06169
2.60678, 4.12698
-2.81348, -1.37750
-1.33605, -1.06168
0.94913, 2.13635
-1.33609, -1.06172
-1.33607, -1.06169
-3.49723, -2.11516
-1.33607, -1.06169
-1.33605, -1.06167
-1.33607, -1.06169
-1.33605, -1.06167
-1.33607, -1.06169
-1.33607, -1.06169
-1.33608, -1.06170
-1.33606, -1.06168
-1.33607, -1.06169
-2.99310, -1.45123
-1.33605, -1.06167
-1.33607, -1.06169
-1.33607, -1.06169
-1.33608, -1.06171
-1.22954, 0.55566
-1.90911, -0.94333
2.46672, 3.88599
-1.33607, -1.06170
-3.84180, -2.34776
-1.33607, -1.06169
-1.33607, -1.06169
0.23423, 1.88907
-3.04856, -1.25379
-1.74904, -0.13390
-1.33605, -1.06168
-1.33608, -1.06170
-1.33607, -1.06169
-1.33606, -1.06168
-0.03438, 1.76162
-1.33606, -1.06168
-1.29788, -1.03790
-1.33606, -1.06168
-1.33606, -1.06168
-1.33607, -1.06169
-1.81481, -0.32308
-1.33607, -1.06168
-1.33616, -1.06178
1.27973, 2.75470
-1.26250, 0.56688
-4.09299, -3.18128
-1.33605, -1.06167
-1.33607, -1.06170
-6.13614, -4.17295
-1.33608, -1.06170
-4.55235, -2.94842
-1.33608, -1.06171
-6.98205, -4.96546
-3.17235, -1.14447
-1.33606, -1.06168
-1.33608, -1.06170
-1.33607, -1.06169
-3.69599, -2.08902
-9.33408, -7.29801
-1.33605, -1.06168
-1.33608, -1.06170
-1.33605, -1.06167
-3.81521, -2.79869
-1.87437, -0.45966
1.59051, 3.10683
-1.33608, -1.06170
-1.33608, -1.06170
-2.81975, -1.43136
-1.33606, -1.06168
-6.89507, -5.08806
-4.02368, -2.44337
-2.93497, -2.03983
-1.33605, -1.06168
-3.17382, -1.82981
-5.01756, -3.26531
-1.33607, -1.06169
-1.33607, -1.06169
-3.94987, -2.42567
-1.33605, -1.06167
-2.69859, -1.10886
-1.33606, -1.06168
0.17156, 2.06632
-1.33607, -1.06170
-2.06682, -0.46907
-1.33607, -1.06169
-1.33607, -1.06169
-1.33607, -1.06169
-2.34583, -0.88133
-1.33605, -1.06167
-1.33605, -1.06167
-1.33606, -1.06168
-1.33609, -1.06172
-1.33606, -1.06168
-3.99916, -2.32957
-5.66202, -4.18599
-1.33607, -1.06169
-1.33605, -1.06167
-1.33607, -1.06169
-1.33606, -1.06169
-1.33606, -1.06169
-1.33605, -1.06168
1.53621, 3.13165
3.89583, 5.27305
1.80225, 3.57101
-1.33607, -1.06169
-2.31080, -0.90447
-1.16623, 0.92506
-1.33606, -1.06168
-1.33608, -1.06170
-2.89427, -1.24117
-1.33607, -1.06169
-2.71146, -1.32295
-2.44231, -0.69727
-6.88680, -5.33857
-1.33609, -1.06172
-4.68497, -3.20350
-1.33608, -1.06170
3.51554, 5.33782
-1.33606, -1.06168
-1.33607, -1.06169
-1.33606, -1.06168
-1.33607, -1.06169
-1.33607, -1.06170
-1.33608, -1.06171
-1.33607, -1.06169
-1.33608, -1.06170
-1.33607, -1.06169
-1.33607, -1.06169
-1.01781, 0.69534
-1.33606, -1.06168
-3.94346, -2.40516
-6.25334, -4.40957
-1.33606, -1.06168
-1.33607, -1.06169
0.08571, 1.67826
-5.64435, -3.87853
-1.33607, -1.06169
-1.33606, -1.06168
-3.06264, -1.57772
-1.33607, -1.06169
-7.11585, -5.20633
-1.16393, -0.93764
-1.33605, -1.06167
-7.01272, -4.96070
-1.33607, -1.06169
-2.26252, -0.14191
-1.33607, -1.06169
-3.10470, -1.19769
-2.22757, -0.72503
-1.62802, 0.23760
-1.33607, -1.06169
-1.33608, -1.06170
1.02001, 2.69786
-1.33606, -1.06168
-1.33607, -1.06169
-1.27334, 0.29455
-1.33607, -1.06169
-1.33605, -1.06168
-1.33608, -1.06170
-1.69688, -0.20492
-1.33606, -1.06168
-1.33605, -1.06167
0.73128, 2.09432
-1.33607, -1.06170
1.07561, 2.41231
-1.33607, -1.06169
-1.33606, -1.06169
-1.33607, -1.06169
-1.33607, -1.06170
-1.33607, -1.06169
-2.12377, -0.22360
-1.33608, -1.06170
-1.33609, -1.06172
-1.33605, -1.06167
-6.37604, -4.94855
-1.33606, -1.06168
-1.33605, -1.06167
-1.33606, -1.06168
--------------------2 layer -------------------
0.48106, 0.77130
0.20816, 0.25699
0.02424, 0.13621
0.03214, 0.13438
0.20816, 0.25699
0.20816, 0.25699
0.02382, 0.07817
0.20816, 0.25698
0.62321, 0.89195
0.20816, 0.25699
0.23914, 0.28221
0.20816, 0.25699
0.20816, 0.25699
0.00744, 0.04558
0.43809, 0.78532
0.00069, 0.00301
0.03495, 0.15678
0.61457, 0.91304
0.20816, 0.25698
0.02992, 0.13726
0.20816, 0.25698
0.20816, 0.25699
0.01491, 0.07066
0.20816, 0.25698
0.20816, 0.25699
0.20816, 0.25699
0.00063, 0.00236
0.16730, 0.47108
0.20817, 0.25699
0.20816, 0.25699
0.77931, 0.95709
0.20816, 0.25699
0.20816, 0.25699
0.13860, 0.39604
0.20816, 0.25699
0.20816, 0.25698
0.20816, 0.25699
0.12417, 0.41256
0.20816, 0.25699
0.65191, 0.88822
0.00842, 0.03972
0.20815, 0.25696
0.07177, 0.33168
0.20816, 0.25699
0.20816, 0.25699
0.03699, 0.20174
0.20816, 0.25699
0.00238, 0.01157
0.20816, 0.25699
0.20816, 0.25699
0.00809, 0.03848
0.20816, 0.25699
0.20816, 0.25699
0.51072, 0.78553
0.20816, 0.25699
0.34318, 0.60556
0.20816, 0.25699
0.84427, 0.95930
0.20816, 0.25699
0.20816, 0.25699
0.20816, 0.25698
0.20816, 0.25699
0.06275, 0.27171
0.14306, 0.43045
0.82024, 0.96907
0.20816, 0.25699
0.20816, 0.25699
0.20816, 0.25699
0.23942, 0.28271
0.20816, 0.25698
0.20816, 0.25699
0.49444, 0.75249
0.20816, 0.25699
0.20816, 0.25699
0.20816, 0.25699
0.20816, 0.25699
0.00220, 0.00949
0.07749, 0.28080
0.20816, 0.25699
0.04297, 0.18316
0.21562, 0.51339
0.20816, 0.25699
0.04446, 0.21765
0.03104, 0.15325
0.01522, 0.06568
0.20816, 0.25699
0.05134, 0.18840
0.20816, 0.25698
0.20816, 0.25699
0.20816, 0.25699
0.72673, 0.93027
0.00404, 0.02019
0.91237, 0.98088
0.20816, 0.25699
0.20816, 0.25699
0.20816, 0.25698
0.20816, 0.25699
0.20816, 0.25699
0.20816, 0.25699
0.22797, 0.58604
0.28898, 0.62346
0.20816, 0.25699
0.02361, 0.08121
0.58203, 0.84405
0.20816, 0.25699
0.56341, 0.90153
0.20816, 0.25699
0.10990, 0.39651
0.02353, 0.08958
0.99306, 0.99869
0.20815, 0.25698
0.02410, 0.10733
0.20816, 0.25699
0.45108, 0.77266
0.20816, 0.25699
0.75098, 0.92037
0.08605, 0.32696
0.20816, 0.25699
0.89366, 0.97898
0.01149, 0.04471
0.20816, 0.25699
0.67919, 0.91733
0.00316, 0.00838
0.20816, 0.25699
0.20816, 0.25699
0.20816, 0.25698
0.00265, 0.01928
0.20816, 0.25698
